ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"32 Holyfield, TJ SFA",35,35,27.3,22.3,108.9,91.4,0.631,0.593,39,22.3,10.3,17.3,12.5,5.80%,2.30%,6.00%,21.00%
"33 Colson, Bonzie ND",21,21,32.4,30,115.3,91.5,0.575,0.53,34.9,18.6,8.2,26.6,16.5,6.70%,3.10%,7.40%,8.20%
"34 Gregory, Jamall JSU",36,32,23.1,22.6,95.5,91.6,0.53,0.5,32.3,32.7,2.7,13.6,7.6,24.50%,3.80%,5.00%,22.90%
"35 Spencer, Horace AUB",34,13,17.3,14,109.7,91.7,0.58,0.523,55,0.9,9,22.3,14.3,8.40%,3.60%,8.40%,21.20%
"36 Childs, Elijah BRAD",33,11,20.9,23.1,102.7,91.7,0.53,0.518,36.4,11.1,13.1,21.2,15.9,7.30%,2.10%,8.50%,14.70%
"37 Hall, Devon UVA",34,34,32.1,19.4,123.3,91.8,0.604,0.552,29.2,45.4,1.4,14.9,7.7,19.60%,1.80%,0.60%,9.60%
"38 McDonald, Drew NKY",32,32,30.6,27.8,111.3,91.8,0.572,0.53,28.7,38.6,7.6,27.3,16.7,14.70%,0.90%,1.80%,12.80%
"39 Wagner, Moritz MICH",39,39,27.6,25.8,116.4,91.9,0.624,0.605,26.4,39.1,6.5,24.9,14.7,6.70%,2.20%,2.00%,10.90%
"40 Bradford, Desonta ETNST",33,33,32.6,24,112.6,91.9,0.573,0.529,37.4,35.5,2.9,16.5,9.4,21.00%,3.30%,1.70%,14.00%
"41 Chuha, Eli NMSU",33,1,18.5,23.4,107.7,92,0.548,0.524,43.3,15.2,10.9,17.3,13.3,9.50%,1.30%,1.30%,15.00%
"42 Broome, Cane CIN",34,3,20.5,20.6,111.4,92.1,0.574,0.541,31.7,40,2.7,5.7,3.8,26.20%,2.70%,0.30%,17.90%
"43 Spalding, Ray LOU",36,34,27.6,22.9,113.7,92.2,0.573,0.55,33.8,5.6,13.3,20.9,16.5,9.60%,3.20%,6.30%,13.60%
"44 Porter, Trey ODU",32,31,23.6,25.5,122.6,92.2,0.632,0.588,76.7,0.4,11.6,17.8,13.4,4.60%,1.20%,7.20%,11.00%
"45 Gilmore III, Leon SFA",35,33,23.2,19.7,106.8,92.3,0.569,0.531,52.2,13.6,6.5,19,11.5,9.90%,2.40%,2.50%,17.40%
"46 Chatkevicius, Dainius EVNSVL",32,19,19,15,101.5,92.3,0.574,0.569,35.3,0,10.7,23.6,15.9,1.80%,0.80%,8.50%,19.80%
"47 Canete, Ivan SFA",33,33,23.7,20,111.7,92.4,0.592,0.549,32.9,50.4,3.5,11.1,6.6,21.40%,3.70%,1.10%,19.30%
"48 McLemore, Anfernee AUB",27,21,19.4,16.5,122.7,92.4,0.628,0.597,34.5,33.1,10,19.7,13.6,5.10%,2.10%,16.00%,13.00%
"49 Martin, Gerard GRCNYN",34,0,16.7,12.1,96.1,92.4,0.501,0.5,27.3,64.6,3.4,14.9,8.4,14.30%,1.90%,1.10%,20.70%
"50 Sumbry, AJ WAGNER",33,32,19.4,19.5,99.8,92.4,0.502,0.459,75.8,0,15.2,21.9,16.6,4.50%,1.10%,10.70%,18.70%
"Thomas, Donte BRAD",33,32,26,22.9,113.3,92.4,0.593,0.556,39.9,11.6,10.9,21.3,14.9,9.20%,2.50%,5.10%,13.80%
"Tate, Jalen NKY",32,31,22.9,14.5,101.6,92.5,0.522,0.49,36.4,18.5,1.5,9.4,5.2,14.70%,3.40%,2.80%,17.40%
"Carter Jr., Wendell DUKE",37,37,26.9,22.5,123.9,92.5,0.638,0.591,52.7,14.4,12.7,23.1,16.9,12.90%,1.70%,7.60%,16.00%
"Collins, Paris JACKSN",25,20,29.1,26,92.5,92.5,0.434,0.413,18.7,41.5,7.3,17.7,10.6,21.30%,6.20%,2.30%,12.00%
"Haarms, Matt PUR",37,2,17.1,14.8,111.1,92.6,0.594,0.589,48,5.7,7.2,14.3,10.1,6.20%,1.00%,12.80%,16.80%
"Bond, Tim EMU",35,28,31,17.1,107.2,92.6,0.543,0.519,24.3,32.1,3.2,14.4,8.3,20.50%,4.70%,4.30%,17.50%
"Smith, Marvin UNCGRN",35,35,26.8,24.3,109.6,92.7,0.52,0.473,31.2,65.4,7,17.7,11.3,6.10%,1.80%,2.00%,9.40%
"Charles, Ty SFA",29,10,23.2,18.4,103.3,92.7,0.51,0.477,27.1,34.7,6.3,17.1,10.5,12.30%,2.60%,1.30%,15.50%
"Davis, A.J. UCF",31,31,33,21.4,106.6,92.7,0.551,0.491,59,33.3,7.1,19.6,12.4,15.60%,1.80%,1.30%,15.90%
"Smith, Dru EVNSVL",22,22,30.3,23,116.7,92.8,0.715,0.656,50.3,32.4,1.9,11.9,6.5,36.20%,4.10%,2.00%,24.90%
"Culver, Jarrett TEXTCH",37,20,26.4,22,110,92.8,0.566,0.541,33.9,45.1,4.8,16.2,9.7,13.70%,2.50%,3.30%,13.50%
"Lofton, Zach NMSU",33,31,31.9,29,116.6,92.9,0.595,0.547,38.7,48.1,3.8,13.3,8,10.60%,1.90%,0.40%,11.30%
"Porter, Jontay MIZZOU",33,7,24.5,22.4,110.5,93,0.574,0.521,43.7,46.2,7.7,23.3,14.6,19.60%,2.10%,7.30%,18.20%
"Washington, Bryce LA",34,34,29.8,18,113.3,93,0.555,0.519,46.6,1.1,14.1,25.4,18.2,12.30%,2.40%,3.00%,17.60%
"Ingram, Donte LOYOLA",38,38,30.6,20.2,105.5,93,0.574,0.554,22.6,56.9,2.5,22.1,12.5,9.60%,1.80%,1.40%,13.10%
"Konate, Sagaba WVU",36,36,25.4,20.3,115.7,93,0.559,0.51,32.9,0,10.8,23.4,15.4,5.00%,0.90%,15.60%,11.50%
"Robinson, Stanford URI",33,31,27.7,18.1,102.6,93.1,0.522,0.5,30.6,30.6,6.7,18.1,11,11.60%,4.40%,1.90%,16.30%
"Hutchison, Chandler BSU",31,31,31,33,109.8,93.1,0.583,0.528,51.9,29.6,3.4,25.6,13.6,24.10%,2.80%,0.90%,16.40%
"Carver, Aaron ODU",31,0,18.2,8.6,98.2,93.1,0.464,0.441,50.8,3.4,8.5,16.3,11.3,5.80%,1.60%,4.90%,23.40%
"Lee, William UAB",33,32,25.8,20.2,109.9,93.1,0.586,0.574,18.8,41,7.4,22.2,14,7.30%,1.70%,9.70%,13.80%
"Burch-Manning, Trey SDAK",35,35,24.9,18.1,110.9,93.2,0.55,0.517,42.5,8.2,7.6,21.7,13.9,9.90%,2.10%,0.40%,14.00%
"Hamilton, Johnny UTA",34,31,23.4,21.1,116.2,93.2,0.654,0.629,56.5,0.4,13.8,22.8,16.9,4.80%,1.20%,11.50%,18.10%
"Minnie, Elijah EMU",35,34,31.4,27.9,107.5,93.2,0.576,0.537,23.3,49.8,5.3,16.5,10.3,7.60%,3.40%,7.00%,13.70%
"Polite Jr., Ed RADFRD",36,34,32.1,22.8,111.7,93.2,0.563,0.506,49.1,22.9,8.4,22.3,13.8,10.50%,3.80%,3.70%,13.60%
"White Jr., Fabian HOU",35,0,16.5,17.3,111,93.2,0.599,0.56,41.8,0,10.9,15.4,12,8.20%,1.50%,6.60%,20.10%
"Mekowulu, Christian TENNST",30,29,29.1,23.6,109.3,93.2,0.607,0.524,79,2.1,10.3,23.1,15.4,7.30%,1.90%,7.80%,18.90%
"Cooks, Xavier WINTHR",30,29,29.8,30.6,107.6,93.3,0.567,0.531,41.6,17.1,8.5,23.9,15.3,25.40%,1.90%,7.70%,17.70%
"Krutwig, Cameron LOYOLA",38,34,23.7,22.9,120.4,93.3,0.636,0.598,42.8,0,11.3,20.7,15.4,15.30%,1.40%,3.40%,15.10%
"Koch, Bennett UNI",31,23,24.2,27.7,112.1,93.3,0.623,0.556,71.8,0,9.4,20.7,14,5.60%,1.80%,4.10%,16.10%
"Davis, Nick SOALA",30,24,24.4,14,93.9,93.3,0.523,0.521,27.8,43.8,5.7,19.4,11.7,8.30%,1.80%,4.60%,21.00%
"Brodeur, AJ PENN",33,33,31,22.8,105.6,93.3,0.581,0.568,27,20.7,6.5,19,11.9,16.70%,1.60%,4.10%,17.90%
"Williams, Johnathan GONZ",37,36,29.2,23.4,111,93.4,0.581,0.574,49.7,10,9.7,22.7,15,9.60%,1.50%,4.00%,15.80%
"Galloway, Kyrin UNCGRN",35,2,19.6,14.6,113,93.4,0.599,0.586,30.1,31.5,8.7,18.8,12.6,3.00%,0.90%,3.90%,15.80%
"Troy, Demetrius UNCGRN",35,34,25.7,18.7,101.4,93.4,0.538,0.527,13.4,57.6,0.7,10.4,5,27.40%,3.10%,0.10%,23.60%
"Jackson, Cameron WOFF",31,29,23.2,26.2,114.2,93.5,0.613,0.601,34.2,1.1,10,21.6,14.6,15.10%,4.60%,8.10%,14.90%
"Mutts, Justyn HIGHPT",28,18,20.3,17.6,101.2,93.5,0.55,0.538,35.6,0.8,7.9,15.7,10.7,13.30%,3.20%,7.00%,21.60%
"Lever, Alessandro GRCNYN",34,27,21.3,29.1,105.6,93.5,0.558,0.495,45.6,26.2,6.2,16,10.3,12.80%,1.00%,2.00%,13.70%
"Alexander, Kyle TENN",34,34,20.3,11.9,134.1,93.5,0.707,0.686,46,0.9,14.4,17.1,14.4,3.10%,1.70%,9.60%,15.50%
"McDaniels, Jalen SDSU",33,21,24.7,18.2,128.6,93.5,0.652,0.595,52.6,8.8,10.4,23.9,16.1,6.70%,1.90%,2.70%,12.00%
"Jones, Elston UCI",34,3,15.7,16.9,101.2,93.5,0.543,0.566,35.2,0,15.5,22.4,17.6,6.60%,0.90%,6.10%,21.70%
"Miller Jr., Terrell MURRST",32,32,30.6,23.5,116.4,93.5,0.62,0.6,22.3,49,4.3,27.1,15.1,10.30%,1.60%,1.80%,13.10%
"Davis, Devin HOU",35,35,26,22.2,109.6,93.6,0.522,0.489,30.1,2.2,7,19.8,12.3,10.00%,1.50%,3.20%,9.40%
"Walton, Dantez NKY",32,4,16.4,18.3,106.5,93.6,0.51,0.493,20.4,44.7,10.4,13.1,11,11.30%,2.30%,2.90%,13.60%
"Hagedorn, Tyler SDAK",34,34,24.6,25.9,113.7,93.7,0.56,0.506,32.7,32.1,7.1,18.9,12.3,8.10%,1.60%,3.60%,10.20%
"Burnell, Jason JSU",35,18,25.3,21.5,117.9,93.8,0.604,0.559,35.1,28.4,8.4,18.4,12.4,14.60%,1.90%,4.80%,13.50%
"Gray, Justin TEXTCH",36,36,21.4,12.8,112.8,93.8,0.548,0.486,38.7,16.2,6.6,14.3,9.6,8.80%,2.30%,3.30%,14.40%
"Homesley, Caleb LIB",35,5,19.7,22.6,108.6,93.9,0.61,0.579,33.2,44.4,3.1,25.9,13.8,21.50%,2.40%,2.30%,18.80%
"Galloway, Jonathan UCI",35,35,25.5,9.6,94.8,93.9,0.5,0.472,39.8,0,9.8,21.6,14.7,3.50%,1.10%,5.70%,26.20%
"Mooney, Matt SDAK",34,34,30.6,30.6,110.3,93.9,0.562,0.52,25.3,42.4,2.5,11.9,6.9,19.90%,3.60%,0.40%,12.60%
"Rothschild, Max PENN",33,32,22.4,20.9,100.2,93.9,0.542,0.508,43,0,8.8,19.4,13.1,20.00%,2.00%,1.80%,23.60%
"James, Scottie LIB",37,34,25.5,25,128.8,93.9,0.676,0.64,45.9,15,13.6,31,20.9,11.00%,1.00%,5.10%,11.90%
"Augustin, Aaron SFA",34,27,23.4,10.9,100.5,93.9,0.528,0.486,50.5,45.8,1.2,9,4.6,21.20%,3.60%,0.50%,29.20%
"Caver, Ahmad ODU",32,31,37.2,21.5,111.2,94,0.525,0.493,30.8,48.9,1.8,9,4.9,31.60%,3.70%,0.50%,13.10%
"Guy, Kyle UVA",34,33,32.4,26,104.4,94,0.533,0.512,11.9,49.4,1.5,8.6,4.7,9.90%,2.10%,0.10%,8.50%
"Pineiro, Isaiah USD",34,30,28.1,30.6,105.5,94.1,0.584,0.526,43.3,20.4,4.4,21.9,12.5,19.10%,2.50%,3.00%,16.20%
"Armus, Mladen ETNST",34,5,18.1,17.3,115.2,94.1,0.641,0.627,54.5,0.7,16.8,17.6,16,5.10%,1.80%,2.90%,21.70%
"Mitchell, Trhae SOALA",32,32,29.9,13.9,101.1,94.1,0.53,0.497,42.7,20.2,3.8,17.8,10.1,17.40%,1.70%,5.20%,20.30%
"Holman, Aric MSST",37,30,23,20.7,126.3,94.2,0.673,0.645,39.6,32.9,11.1,22.1,15.5,6.60%,1.20%,8.60%,13.80%
"Session, Jordan GSU",35,35,26,15.8,109.3,94.2,0.569,0.561,51.3,7.5,9.6,16.4,12.1,6.20%,2.90%,6.10%,17.00%
"Tillie, Killian GONZ",36,35,26.2,21.2,126.8,94.3,0.674,0.652,24,30.1,7.8,17.4,11.6,11.40%,1.80%,4.20%,14.20%
"Bates-Diop, Keita OSU",34,34,33.1,29.4,115,94.3,0.582,0.544,27.4,35.7,5.7,24.5,14.4,10.50%,1.60%,5.90%,9.70%
"Silva, Chris SCAR",33,33,25.8,27.8,112,94.3,0.595,0.476,104,4.4,13.7,21.9,16,11.20%,1.40%,6.40%,18.00%
"Chukwu, Paschal SYR",37,37,27.2,9.9,122.3,94.3,0.671,0.655,79.1,0,12,16.5,12.9,3.10%,1.60%,11.90%,21.20%
"Omoruyi, Eugene RUTG",32,7,21.7,21.5,100.3,94.3,0.5,0.473,53.2,2.4,10.4,14.7,11.5,9.60%,2.40%,4.00%,14.80%
"Pridgett, Sayeed MONT",34,0,22.6,22.8,92.9,94.4,0.493,0.468,23.1,6.1,5.2,17.2,10.2,10.90%,3.10%,2.00%,18.30%
"Roby, Isaiah NEB",32,13,24,17.2,120.1,94.5,0.658,0.616,58.3,25,7.7,20,13.2,13.90%,1.50%,7.60%,18.50%
"Williams, Carson NKY",32,27,26.9,19.9,121.3,94.5,0.641,0.622,45.6,7.6,8.6,15,11.1,8.40%,1.90%,1.80%,12.80%
"Sutton, Dwayne LOU",36,4,15.2,14.4,116.6,94.6,0.553,0.517,37,40.3,8.5,19.8,13.8,6.80%,3.20%,2.40%,10.90%
"Smith, Zhaire TEXTCH",37,21,28.4,18.1,127.3,94.6,0.626,0.588,45.8,14.4,9.5,11.1,9.4,12.50%,2.40%,4.80%,11.00%
"Pope, Malik SDSU",32,32,26.3,24.6,109.4,94.6,0.567,0.542,27.6,12.1,9.6,19.4,13.6,9.30%,1.60%,5.10%,13.80%
"Reaves, Josh PSU",34,32,30.8,17.2,120.7,94.6,0.587,0.56,27.5,38.8,6.6,12.7,8.9,18.70%,4.20%,1.80%,13.60%
"Brooks, Armoni HOU",35,1,20.1,20.3,124.6,94.6,0.6,0.585,10.4,76.4,4.8,15.5,9.3,4.60%,2.20%,2.00%,4.90%
"Abdullah, Hasan NAVY",30,28,29.1,22.3,91.4,94.6,0.514,0.494,22.3,52.3,1.1,12.4,6,24.10%,4.50%,0.20%,23.30%
"Jessup, Justinian BSU",32,25,29.5,17.4,121.5,94.6,0.648,0.632,14.5,73.2,1.8,16.9,8.8,10.90%,2.60%,2.20%,13.10%
"Mahmoud, Anas LOU",36,22,23.4,16.3,104.8,94.7,0.548,0.551,29.3,0,8.6,14.8,11.3,8.00%,2.00%,12.40%,17.10%
"Thompson IV, James EMU",35,35,34.1,19.1,124.8,94.7,0.676,0.672,57.9,0,14.4,22.9,17.4,1.90%,1.40%,6.50%,15.00%
"Harris, Kevon SFA",33,31,26.2,25,117,94.8,0.603,0.568,46.2,41.1,9.5,15.4,11.3,9.40%,2.20%,1.00%,13.10%
"N'Dir, Sidy NMSU",34,34,26,15.9,107.9,94.8,0.547,0.493,39.6,47.3,3.8,8.6,5.8,9.10%,1.40%,2.10%,15.60%
"Penava, Ajdin MAR",34,34,29.4,22.7,120.4,94.8,0.651,0.61,45.3,28.5,7.5,22,14,12.60%,1.70%,11.80%,14.10%
"Blount, Jordan UIC",36,36,24.9,17.9,88.8,94.8,0.525,0.502,23.2,31.8,7.2,21,13.2,17.00%,2.40%,1.80%,30.50%
"Gilbeck, Brandon WIU",28,28,26.5,20.9,109,94.9,0.635,0.657,42.3,0,10.3,20,14.4,5.60%,1.40%,10.60%,19.80%
"Fernando, Bruno MD",30,20,22.4,23.6,111.2,94.9,0.625,0.581,47.1,1.5,8.9,24.5,16.1,6.90%,1.00%,6.00%,17.70%
"Chapman, Brekkott WEBER",27,26,27.2,23,97.7,94.9,0.575,0.544,26,42.7,3.6,20.7,12.3,9.70%,1.90%,6.20%,20.20%
"Benson, Casey GRCNYN",34,34,29.2,18.6,108.7,94.9,0.526,0.453,48.8,45.3,2.9,12.6,7.2,29.00%,1.50%,0.40%,16.70%
"Camara, Iba UNH",31,30,26.1,21.4,102.9,94.9,0.537,0.478,47,0,10.4,36.9,21.3,7.40%,1.30%,2.10%,17.30%
"Noel, Torey LAMAR",33,9,17.5,17,84.8,95,0.425,0.377,33.8,42.3,1.6,9.3,4.8,27.50%,4.40%,0.00%,27.30%
"Carter, Jevon WVU",37,37,35.5,24.3,117.9,95,0.554,0.498,30.5,38.5,2.3,12.9,6.7,35.10%,4.90%,1.20%,14.50%
"Kuiper, Jordy UNCGRN",34,34,27.1,15.4,105,95,0.504,0.484,19.5,51.8,7.4,14.3,9.9,7.50%,1.40%,1.60%,14.30%
"Bridges, Miles MSU",34,33,31.4,27,115.8,95,0.576,0.535,23.9,42.7,5.2,18.1,11.6,16.90%,1.20%,2.50%,11.70%
"Langevine, Cyril URI",31,3,18.1,16.2,117.9,95,0.624,0.64,76.3,0,14.4,23.8,17.3,3.10%,1.10%,7.50%,16.50%
"Harris, AJ NMSU",33,33,27.7,20.1,99.5,95.1,0.478,0.465,19.3,42.3,1.7,5.9,3.6,18.50%,1.90%,1.20%,14.00%
"Haynes, Randy ODU",32,32,29.9,23.9,101.5,95.1,0.491,0.473,13.6,53.9,3.6,10.5,6.4,16.20%,2.70%,1.10%,10.40%
"Schofield, Admiral TENN",35,34,28.1,25.8,107.8,95.1,0.558,0.528,22.7,40.9,6.7,19.4,12,11.80%,2.10%,1.80%,12.60%
"Griffin, Dayon UCF",32,4,27.4,20.6,92.7,95.2,0.471,0.454,19.6,64.2,3,14.1,8,10.10%,1.80%,1.10%,12.50%
"Fuller, Nick SDAK",35,1,16.4,23.1,125.7,95.2,0.641,0.588,46.5,20,9.1,18.6,13.1,5.20%,1.30%,2.20%,10.70%
"Wilkins, Johnathon NMSU",34,33,17.7,17.2,116.6,95.2,0.588,0.588,14.6,22.8,8.4,9.3,8.3,13.50%,0.50%,3.80%,14.60%
"Stith, B.J. ODU",32,31,31.4,23.2,110.2,95.3,0.564,0.515,28.1,38.7,2.6,17.8,9.2,11.00%,1.50%,0.60%,11.00%
"Hodges, Bo ETNST",32,4,21.2,21.3,112.1,95.3,0.564,0.526,46,11.7,6.4,11.9,8.6,8.20%,2.20%,3.80%,11.10%
"Delph, Ronald FAU",31,31,29.4,26.2,102.8,95.3,0.519,0.496,18.8,0.5,9.4,22.3,14.4,6.10%,0.80%,6.90%,10.60%
"Sturdivant, Tyrell STNBRK",32,24,22.5,21.4,89.5,95.3,0.473,0.448,37,48.8,6,17.2,10.4,15.80%,4.20%,2.10%,20.40%
"Pickford, Tywhon UNI",32,32,29.7,19.8,100.8,95.4,0.476,0.427,27.4,44.9,7.5,23.5,14.5,9.30%,1.30%,1.40%,10.20%
"Lawrence II, Anthony MIA",32,31,30.5,15.6,111.3,95.4,0.581,0.556,29.4,41.1,5.4,19.5,11.5,13.20%,2.80%,3.50%,18.00%
"Bogues, Shannon SFA",35,3,24.1,27.8,117.7,95.4,0.6,0.56,29.4,31.4,3.3,8.6,5.4,12.00%,3.00%,0.90%,9.80%
"Gant, Jakeenan LA",32,31,25.5,22.6,122.1,95.5,0.619,0.601,24.8,29.6,9.7,15.7,11.7,6.90%,1.20%,9.30%,10.00%
"Burrell, David ETNST",33,33,21.8,17.6,104.2,95.5,0.549,0.532,28.5,35.5,8.1,16.8,11.8,7.50%,1.30%,3.30%,17.00%
"Chaffee Jr., Stokley TENNST",28,2,17,9.3,122,95.5,0.655,0.67,78,4,10.6,17.3,12.8,3.50%,2.70%,3.40%,19.20%
"Hall, Donta ALA",34,31,23.7,18.6,127.1,95.5,0.708,0.726,51.9,0,11,19.5,14.3,5.60%,1.70%,9.20%,14.40%
"Akoh, Jamar MONT",34,34,25.9,23.9,113.9,95.5,0.613,0.572,63.9,1.8,10.4,19.7,13.7,8.30%,2.00%,2.90%,16.70%
"Foster, Alex ALBANY",32,1,15.1,18,101.5,95.5,0.546,0.536,52.7,0.9,13.3,24,16.8,3.10%,1.60%,6.90%,20.50%
"Jenifer, Justin CIN",36,33,19.6,13.3,120,95.6,0.537,0.474,41.6,61.3,1.3,4.6,2.7,22.10%,1.50%,0.00%,12.90%
"Holland II, Lavone NKY",32,32,30.3,25.1,106.4,95.6,0.546,0.492,30.3,45.9,2.1,13,7.3,26.30%,2.00%,0.80%,16.90%
"Braun, Joshua GRCNYN",34,34,29.4,20.6,105.3,95.6,0.526,0.473,37.9,59.3,5,9,6.5,9.50%,1.50%,1.80%,11.70%
"Odiase, Tai UIC",36,36,25.2,16.8,117,95.7,0.597,0.568,51.1,0,10.4,13,10.7,1.70%,1.50%,11.90%,11.70%
"Simpson, Zavier MICH",41,29,26.5,17.4,106.5,95.7,0.526,0.516,37,34.1,2,12.9,7,25.00%,3.00%,0.20%,17.60%
"Robinson Jr., Galen HOU",35,32,24.5,12.8,101.5,95.7,0.506,0.461,34,15.6,1.5,9.5,5.1,24.90%,3.20%,0.40%,26.30%
"Payne, Devontavius ETNST",33,6,23.5,19.8,110.3,95.8,0.56,0.542,11.5,68.3,2.5,12.2,7.1,8.60%,2.20%,2.50%,10.10%
"Williamson, Lucas LOYOLA",38,5,20.2,12.8,111.3,95.8,0.609,0.573,43.5,66.1,2.4,10.8,6.6,8.50%,2.40%,1.50%,16.40%
"Simon, Justin SJU",33,33,36.1,19.9,101.9,95.8,0.535,0.497,39.8,11.3,3.5,18.5,10.1,27.10%,3.90%,2.80%,20.20%
"Riley, K.J. EVNSVL",32,18,24,18.2,101.8,95.8,0.562,0.416,106.1,6.9,3,14.1,8.1,23.80%,2.60%,0.90%,25.00%
"Idowu, Samuel STPTR",32,32,24.3,25.1,108.3,95.9,0.566,0.52,30.6,34.2,8.3,21.5,13.5,7.80%,1.30%,7.20%,12.50%
